"","X.1","X","CodigoMateria","AnoMateria","DescricaoIdentificacaoMateria","IndicadorTramitando","EmentaMateria","ExplicacaoEmentaMateria","IndexacaoMateria","Autor","DataApresentacao","DataLeitura","CodigoNatureza","NomeNatureza","DescricaoNatureza","Codigo_especifico","Descricao_especifica","Codigo_geral","Descricao_geral","NaturezaMateria","ApelidoMateria","ObservacaoMateria","CodMateriaSucessoraNoSenado","CodigoClasseConcat","DescricaoClasseConcat","DescricaoClasseHiearConcat","amostra_meioamb","Subtemas","TipoIniciativa","IndexacaoAjustada2","TipoConteudo"
"33",1160,1160,106810,2012,"PLS 289/2012","Não","Altera a Lei nº 6.404, de 15 de dezembro de 1976, para dispor sobre a obrigatoriedade de Relatório de Sustentabilidade para as companhias ou sociedades anônimas","Altera a Lei nº 6.404, de 15 de dezembro de 1976 (Lei das Sociedades por Ações) para dispor que os administradores devem comunicar, até 1 (um) mês antes da data marcada para a realização da assembléia-geral ordinária, por anúncios publicados na forma prevista na lei, que se acham à disposição dos acionistas o relatório anual de sustentabilidade, abordada em suas dimensões ambiental, social e de governança corporativa.

","ALTERAÇÃO, NORMA JURIDICA, LEI FEDERAL, LEI DAS SOCIEDADES ANÔNIMAS, COMPANHIA ABERTA, SOCIEDADE ANÔNIMA, ANÚNCIO, ADMINISTRADOR, ACIONISTA, DISPONIBILIDADE, RELATÓRIO, DESENVOLVIMENTO SUSTENTÁVEL, DESENVOLVIMENTO SOCIAL, OBRIGATORIEDADE, ELABORAÇÃO.","Senador Vital do Rêgo (MDB/PB)","2012-08-07","2012-08-07",11,"NORMA_GERAL","Norma Geral",126,"Direito civil e processual civil",83,"Jurídico",NA,"","",NA,"33805542, 33809634","Direito Empresarial e Econômico, Meio Ambiente","Jurídico / Direito Empresarial e Econômico / Meio Ambiente",1,"Meio Ambiente","Individual","ALTERAÇÃO, NORMA JURIDICA, LEI FEDERAL, LEI DAS SO","Alteração"
"34",1214,1214,106176,2012,"PLS 214/2012","Não","Institui Política de Desenvolvimento Sustentável do Cerrado.","Institui a Política de Desenvolvimento Sustentável do Cerrado, com vista à proteção da dignidade humana e à promoção do crescimento econômico com responsabilidade ambiental e justiça social, sendo que o bioma Cerrado terá seus limites fixados no mapa de vegetação do Brasil, elaborado pelo órgão federal competente (art. 1º).  Na proteção e no uso dos recursos ambientais do bioma Cerrado devem ser observados os princípios da prevenção, da precaução, do usuário-pagador, do provedor-recebedor, da participação social, do respeito ao direito de propriedade e à função socioambiental da propriedade, da transparência das informações e atos, da celeridade procedimental  e da gratuidade dos serviços administrativos prestados ao pequeno produtor rural e às populações tradicionais (art. 2º).  Arrola o que a proteção e o uso  dos recursos ambientais do bioma garantirão;  os fundamentos; as diretrizes; os objetivos e os instrumentos da Política de Desenvolvimento Sustentável do Cerrado (arts. 3º ao 7º).  A mencionada Política será implementada de modo articulado e integrado com outras políticas públicas (art. 8º).  Apresenta  as situações em que o corte e a supressão de vegetação nativa no bioma Cerrado são vedadas (art. 9º). Dispõe que são livres a coleta de subprodutos de espécies nativas do Cerrado, desde que não coloquem em risco as espécies da fauna e flora, observadas  as limitações legais específicas (art. 10).


","CRIAÇÃO, NORMA JURIDICA, LEI FEDERAL, POLÍTICA, DESENVOLVIMENTO SUSTENTÁVEL, PROTEÇÃO, UTILIZAÇÃO, RECURSOS NATURAIS, CERRADO, FUNDAMENTAÇÃO, DIRETRIZ, OBJETIVO, INSTRUMENTO, DESMATAMENTO, RECUPERAÇÃO, MANUTENÇÃO, FAUNA, VEGETAÇÃO, PESQUISA, PRODUÇÃO, PRESERVAÇÃO, PLANEJAMENTO, COMUNIDADE, VALORIZAÇÃO, PRODUTO, INVESTIMENTO, AGROPECUÁRIA, SUBSTITUIÇÃO, QUEIMADA, CONSERVAÇÃO, REDUÇÃO, DESIGUALDADE SOCIAL, REGULARIZAÇÃO, TURISMO, CONTROLE, ELIMINAÇÃO, CADASTRO, DESENVOLVIMENTO TECNOLÓGICO, (FCO), (FNO), (FNE), INCENTIVO, INSTITUIÇÃO FINANCEIRA, BANCOS, CRÉDITOS, FINANCIAMENTO, EXTINÇÃO, COLETA.","Senador Rodrigo Rollemberg (PSB/DF)","2012-06-25","2012-06-25",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","CRIAÇÃO, NORMA JURIDICA, LEI FEDERAL, POLÍTICA, DE","Criação"
"35",1228,1228,106861,2012,"PLS 300/2012","Não","Dispõe sobre o instituto da multa civil, aplicável às questões ambientais, e dá outras providências.","Dispõe sobre o instituto da multa civil, aplicável às questões ambientais; estabelece que o descumprimento das obrigações ambientais sujeita o infrator à multa civil, proporcional à gravidade da infração, à vantagem auferida, à condição econômica do infrator e à posição do agente no mercado relevante, cominada pelo juiz em ação proposta por qualquer dos legitimados à defesa da proteção ambiental em juízo, sem prejuízo de perdas e danos, indenização por danos morais, e outras sanções cabíveis; dispõe que a multa civil será destinada ao Fundo Ambiental, seja federal ou estadual.
","CRIAÇÃO, NORMA JURIDICA, LEI FEDERAL, MULTA, MEIO AMBIENTE, DESCUMPRIMENTO, OBRIGATORIEDADE, INFRATOR, PROPORCIONALIDADE, GRAVIDADE, INFRAÇÃO, VANTAGENS, PODER ECONÔMICO, POSIÇÃO, AGENTE, MERCADO, RELEVÂNCIA, COMINAÇÃO, JUIZ, AÇÃO JUDICIAL, PROPOSITURA, LEGITIMIDADE, DEFESA, PROTEÇÃO, PERDAS E DANOS, DANOS MORAIS, INDENIZAÇÃO, SANÇÃO, DESTINAÇÃO, FUNDO FINANCEIRO, UNIÃO FEDERAL, ESTADOS, RESPONSABILIDADE CIVIL.","Senador Lindbergh Farias (PT/RJ)","2012-08-08","2012-08-08",NA,"","",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","CRIAÇÃO, NORMA JURIDICA, LEI FEDERAL, MULTA, MEIO ","Criação"
"36",1260,1260,111918,2013,"PLS 104/2013","Não","
Altera a Lei nº 9.605, de 12 de fevereiro, de 1998, que dispõe sobre as sanções penais e administrativas derivadas de condutas e atividades lesivas ao meio ambiente, e dá outras providências.","Altera a Lei nº 9.605/1998 para dispor que a culpabilidade das pessoas físicas, quando caracterizada sua subordinação laboral à pessoa jurídica que explora atividade pesqueira poderá ser relevada ou declarada inexistente. 



","ALTERAÇÃO, NORMA JURIDICA, LEI FEDERAL, LEI DE CRIMES AMBIENTAIS, SANÇÃO, RESPONSABILIDADE PENAL, RESPONSABILIDADE ADMINISTRATIVA, LESÃO, MEIO AMBIENTE. REDUÇÃO, EXTINÇÃO, CULPABILIDADE, PESSOA FISICA, HIPOTESE, SUBORDINAÇÃO, RELAÇÃO DE TRABALHO, PESSOA JURIDICA, EXPLORAÇÃO, PESCA.","Senador Paulo Paim (PT/RS)","2013-03-27","2013-03-27",11,"NORMA_GERAL","Norma Geral",130,"Direito penal e processual penal",83,"Jurídico",NA,"","",NA,"33805617, 33809799","Direito Penal e Penitenciário, Crimes e Infrações Ambientais","Jurídico / Direito Penal e Penitenciário / Meio Ambiente / Crimes e Infrações Ambientais",1,"Crimes e Infrações Ambientais","Individual","ALTERAÇÃO, NORMA JURIDICA, LEI FEDERAL, LEI DE CRI","Alteração"
"37",1309,1309,115227,2013,"PLS 475/2013","Não","Dispõe sobre a concessão de subvenção econômica nas operações de crédito para financiamento da aquisição de equipamentos de geração de energia eólica e fotovoltaica de capacidade reduzida.","Autoriza o Poder Executivo a conceder subvenções econômicas às instituições financeiras, sob a modalidade de equalização de taxas de juros e outros encargos financeiros, nas operações de financiamento de equipamentos de geração de energia eólica e fotovoltaica de capacidade reduzida a pessoas físicas ou jurídicas.
","CRIAÇÃO, NORMA JURIDICA, LEI FEDERAL, AUTORIZAÇÃO, EXECUTIVO, CONCESSÃO, SUBVENÇÃO, OPERAÇÃO FINANCEIRA, FINANCIAMENTO, AQUISIÇÃO, EQUIPAMENTOS, MAQUINARIA, PRODUÇÃO, ENERGIA ELETRICA, ENERGIA EOLICA, ENERGIA SOLAR, JUROS, LIMITAÇÃO, (MF), IRREGULARIDADE, DESVIO, APLICAÇÃO DE RECURSOS, DEVOLUÇÃO, ISENÇÃO FISCAL, DESONERAÇÃO TRIBUTARIA, BENEFICIO FISCAL, TRIBUTAÇÃO, (IPI), IMPOSTO DE IMPORTAÇÃO, (BACEN), FISCALIZAÇÃO, RENUNCIA, ORÇAMENTO.","Senadora Lídice da Mata (PSB/BA)","2013-11-12","2013-11-12",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","CRIAÇÃO, NORMA JURIDICA, LEI FEDERAL, AUTORIZAÇÃO,","Criação"
"38",1372,1372,114926,2013,"PLS 438/2013","Não","Altera o art. 1º da Lei nº 11.794, de 8 de outubro de 2008, para proibir o uso de animais em testes de produtos cosméticos.","Proíbe o uso de animais em testes de produtos cosméticos.","ALTERAÇÃO, NORMA JURIDICA, LEI FEDERAL, LEI AROUCA, REGULAMENTAÇÃO, UTILIZAÇÃO, ANIMAL, METODO CIENTIFICO, ATIVIDADE CIENTIFICA, PESQUISA, ENSINO, TERRITORIO NACIONAL. PROIBIÇÃO, UTILIZAÇÃO, ANIMAL, TESTE, COSMETICOS.","Senador Valdir Raupp (MDB/RO)","2013-10-22","2013-10-22",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","ALTERAÇÃO, NORMA JURIDICA, LEI FEDERAL, LEI AROUCA","Alteração"
"39",1381,1381,115855,2013,"PLS 534/2013","Não","Altera a Lei nº 9.795, de 27 de abril de 1999, que dispõe sobre a educação ambiental, institui a Política Nacional de Educação Ambiental e dá outras providências.","Altera a Lei nº 9795/99 – que dispõe sobre a educação ambiental, institui a Política Nacional de Educação Ambiental – para estabelecer que o Executivo Federal instituirá programa para permitir a participação de jovens brasileiros nas reuniões da Conferência das partes (COP) da Convenção-Quadro das Nações Unidas Sobre Mudança do Clima; determina que o regulamento disporá sobre as regras do referido programa, incluindo a forma de seleção dos jovens que participarão das reuniões.","ALTERAÇÃO, NORMA JURIDICA, LEI FEDERAL, POLITICA NACIONAL, EDUCAÇÃO, MEIO AMBIENTE, EXECUTIVO, DEFINIÇÃO, PROGRAMA, PARTICIPAÇÃO, JUVENTUDE, REUNIÃO, ORGANISMO INTERNACIONAL, (ONU), MUDANÇA CLIMATICA. DESENVOLVIMENTO SUSTENTAVEL, SUSTENTABILIDADE.","Senadora Vanessa Grazziotin (PCdoB/AM)","2013-12-17","2013-12-17",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","ALTERAÇÃO, NORMA JURIDICA, LEI FEDERAL, POLITICA N","Alteração"
"40",1410,1410,113339,2013,"PLS 252/2013","Não","Altera a Lei nº 6.938, de 31 de agosto de 1981, que dispõe sobre a Política Nacional de Meio Ambiente, para determinar que os padrões de qualidade ambiental sejam estabelecidos em conformidade com a avaliação do ciclo de vida do produto; e as Leis nº 8.666, de 21 de junho de 1993, que institui normas para licitações e contratos da Administração Pública, e nº 12.462, de 4 de agosto de 2011, que institui o Regime Diferenciado de Contratações Públicas – RDC, para incluir normas de avaliação do ciclo de vida do produto nas obras públicas.","Altera a Política Nacional de Meio Ambiente (Lei nº 6.938, de 31 de agosto de 1981), a Lei de Licitações (Lei nº 8.666, de 21 de junho de 1993) e a Lei nº 12.462, de 4 de agosto de 2011, que institui o Regime Diferenciado de Contratações Públicas (RDC), com o objetivo de incorporar a avaliação do ciclo de vida de produtos, um instrumento de informação para garantir melhores padrões de qualidade ambiental. Estabelece a obrigatoriedade de inclusão dessa avaliação para os produtos com elevado potencial de impacto ambiental, especialmente aqueles empregados na construção civil.","ALTERAÇÃO, NORMA JURIDICA, LEI FEDERAL, POLITICA NACIONAL, MEIO AMBIENTE, DESENVOLVIMENTO SUSTENTAVEL, SUSTENTABILIDADE, ECOLOGIA, ESTABELECIMENTO, PADRÃO DE QUALIDADE, PRODUTO, AVALIAÇÃO, MATERIA PRIMA, INSUMO, PRODUÇÃO, CONSUMO, RESIDUO, LIXO, NORMAS, ROTULO, INFORMAÇÃO, IMPACTO AMBIENTAL. ALTERAÇÃO, NORMA JURIDICA, LEI FEDERAL, LEI DE LICITAÇÕES E CONTRATOS, LICITAÇÃO, CONTRATO ADMINISTRATIVO, PROJETO, OBRA DE ENGENHARIA, SERVIÇO, NORMAS, REQUISITOS, IMPACTO AMBIENTAL. ALTERAÇÃO, NORMA JURIDICA, LEI FEDERAL, REGIME, CONTRATAÇÃO, LICITAÇÃO, CONTRATO, COMPRAS PUBLICAS, CRITERIOS, AVALIAÇÃO, REDUÇÃO, CONSUMO, ENERGIA, RECURSOS NATURAIS.","Senador Cícero Lucena (PSDB/PB)","2013-06-25","2013-06-25",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","ALTERAÇÃO, NORMA JURIDICA, LEI FEDERAL, POLITICA N","Alteração"
"41",1412,1412,113552,2013,"PLS 273/2013","Não","Altera a Lei nº 12.305, de 2 de agosto de 2010, que institui a Política Nacional de Resíduos Sólidos, para determinar que os fabricantes de produtos industrializados utilizem materiais reciclados como insumo.","Estabelece que os fabricantes industriais são obrigados a utilizar materiais reciclados como insumo na fabricação de seus produtos.","ALTERAÇÃO, NORMA JURIDICA, LEI FEDERAL, POLITICA NACIONAL, RESIDUO, LIXO, OBRIGATORIEDADE, FABRICANTE, INDUSTRIA, UTILIZAÇÃO, INSUMO, ORIGEM, RECICLAGEM, FABRICAÇÃO, PRODUTO. PROTEÇÃO, MEIO AMBIENTE, DESENVOLVIMENTO SUSTENTAVEL, SUSTENTABILIDADE.","Senador Vital do Rêgo (MDB/PB)","2013-07-04","2013-07-04",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","ALTERAÇÃO, NORMA JURIDICA, LEI FEDERAL, POLITICA N","Alteração"
"42",1440,1440,115630,2013,"PLS 505/2013","Não","Cria a Tarifa Social de Água e Esgoto e dá outras Providências.","Cria a tarifa social de água e esgoto, com descontos inversamente proporcionais ao consumo, para famílias com renda per capita de até meio salário mínimo, cadastradas no Cadastro Único para Programas Sociais do Governo Federal (CadÚnico).","CRIAÇÃO, NORMA JURIDICA, LEI FEDERAL, DEFINIÇÃO, TARIFAS, NATUREZA SOCIAL, AGUA, ESGOTO, DESCONTO, REDUÇÃO, ABATIMENTO, VALOR, FAMILIA, PESSOA CARENTE, POPULAÇÃO CARENTE, RENDA PER CAPITA, CADASTRO, GOVERNO FEDERAL. EMPRESA DE AGUA E ESGOTO, CONCESSIONARIA. DESENVOLVIMENTO SOCIAL, COMBATE, FOME, POBREZA, NOTIFICAÇÃO, ALTERAÇÃO, ENDEREÇO, (ANA), REGULAMENTAÇÃO, COMPENSAÇÃO FINANCEIRA, RATEIO, DESPESA, CONSUMIDOR.","Senador Eduardo Braga (MDB/AM)","2013-12-04","2013-12-04",11,"NORMA_GERAL","Norma Geral",112,"Recursos hídricos",82,"Econômico",NA,"","",NA,"33809679","Recursos Hídricos","Meio Ambiente / Recursos Hídricos",1,"Recursos Hídricos","Individual","CRIAÇÃO, NORMA JURIDICA, LEI FEDERAL, DEFINIÇÃO, T","Criação"
"43",1448,1448,115920,2013,"PLS 556/2013","Não","Concede incentivos fiscais, econômicos e creditícios para o desenvolvimento de atividades sustentáveis.","Estabelece que a União, os Estados, o Distrito Federal e os Municípios concederão incentivos fiscais e econômicos para o desenvolvimento de atividades sustentáveis, tais como geração de energia por fontes renováveis, construção de cisternas e conservação de recursos hídricos (proposição oriunda do Projeto Jovem Senador).
","CRIAÇÃO, NORMA JURIDICA, LEI FEDERAL, MEIO AMBIENTE, TRIBUTOS, TRIBUTAÇÃO, IMPOSTOS, CONCESSÃO, INCENTIVO FISCAL, BENEFICIO FISCAL, DESONERAÇÃO TRIBUTARIA, OBJETIVO, DESENVOLVIMENTO, ATIVIDADE, DESENVOLVIMENTO SUSTENTAVEL, SUSTENTABILIDADE. ENERGIA, FONTE ALTERNATIVA DE ENERGIA, RECURSOS HIDRICOS.","Comissão de Direitos Humanos e Legislação Participativa","2013-12-20","2013-12-20",NA,"","",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Coletiva","CRIAÇÃO, NORMA JURIDICA, LEI FEDERAL, MEIO AMBIENT","Criação"
"44",1487,1487,113834,2013,"PLS 305/2013","Não","Acrescenta dispositivos à Lei nº 11.284, de 2 de março de 2006, que aprova o Plano Anual de Outorga Florestal - PAOF.","Altera a Lei nº 11284/06 – que aprova o Plano Anual de Outorga Florestal  (PAOF) – para a estabelecer que o PAOF deverá ser submetido a prévia aprovação pelo Congresso Nacional quando incluir a concessão de florestas públicas com área superior a 2500 hectares; determina que o Direto-Geral e os demais membros do Conselho Diretor do Serviço Florestal Brasileiro (SFB) serão nomeados pelo Presidente a República após aprovação prévia do Senado Federal.","ALTERAÇÃO, NORMA JURIDICA, LEI FEDERAL, LEI DE GESTÃO DE FLORESTAS PUBLICAS, OBRIGATORIEDADE, APROVAÇÃO, CONGRESSO NACIONAL, PLANO ANUAL, CONCESSÃO, FLORESTA, EXTENSÃO, AREA, TERRENO, ATENDIMENTO, CONSTITUIÇÃO FEDERAL. COMPETENCIA, PRESIDENTE DA REPUBLICA, NOMEAÇÃO, APROVAÇÃO, SENADO, DIRETOR GERAL, MEMBROS, CONSELHO DIRETOR, SERVIÇO, FLORESTA, BRASIL. MEIO AMBIENTE, DESENVOLVIMENTO SUSTENTAVEL, SUSTENTABILIDADE.","Senador Pedro Simon (MDB/RS)","2013-08-06","2013-08-06",NA,"","",115,"Política fundiária e reforma agrária",82,"Econômico",NA,"","",NA,"33805077","Política Fundiária e Reforma Agrária","Economia e Desenvolvimento / Política Fundiária e Reforma Agrária",1,"Política Fundiária e Reforma Agrária","Individual","ALTERAÇÃO, NORMA JURIDICA, LEI FEDERAL, LEI DE GES","Alteração"
"45",1500,1500,114514,2013,"PLS 390/2013","Não","Altera a Lei nº 12.651, de 25 de maio de 2012, para dispor sobre o percentual de Reserva Legal para imóveis rurais situados no Estado de Rondônia.","Altera a Lei nº 12651/12 – Código Florestal – para estabelecer que a área de Reserva Legal nos imóveis rurais localizados na Amazônia Legal, quando situados no Estado de Rondônia será de 50%.","ALTERAÇÃO, NORMA JURIDICA, LEI FEDERAL, CODIGO FLORESTAL, NOVO CODIGO FLORESTAL, MEIO AMBIENTE, CODIGO, PROTEÇÃO, VEGETAÇÃO, FLORESTA, ECOLOGIA, AREA DE PROTEÇÃO AMBIENTAL, ALTERAÇÃO, REDUÇÃO, AREA, OBRIGATORIEDADE, RESERVA LEGAL, IMOVEL RURAL, PROPRIEDADE RURAL, (RO).","Senador Acir Gurgacz (PDT/RO)","2013-09-24","2013-09-24",11,"NORMA_GERAL","Norma Geral",146,"Meio ambiente",84,"Social",NA,"","",NA,"33809634","Meio Ambiente","Meio Ambiente",1,"Meio Ambiente","Individual","ALTERAÇÃO, NORMA JURIDICA, LEI FEDERAL, CODIGO FLO","Alteração"
